Family	Species	Gene
KLMA_60533	Kmarx	KLMA_60533
KLMA_60534	Kmarx	KLMA_60534
KLMA_60535	Kmarx	KLMA_60535
KLMA_60536	Kmarx	KLMA_60536
KLMA_60537	Kmarx	KLMA_60537
KLMA_60538	Kmarx	KLMA_60538
KLMA_60539	Kmarx	KLMA_60539
KLMA_60540	Kmarx	KLMA_60540
KLMA_60541	Kmarx	KLMA_60541
KLMA_60542	Kmarx	KLMA_60542
KLMA_60543	Kmarx	KLMA_60543
KLMA_60546	Kmarx	KLMA_60546
KLMA_60547	Kmarx	KLMA_60547
KLMA_60548	Kmarx	KLMA_60548
KLMA_60549	Kmarx	KLMA_60549
KLMA_60552	Kmarx	KLMA_60552
KLMA_60554	Kmarx	KLMA_60554
KLMA_60555	Kmarx	KLMA_60555
KLMA_60556	Kmarx	KLMA_60556
KLMA_60557	Kmarx	KLMA_60557
KLMA_70003	Kmarx	KLMA_70003
KLMA_70007	Kmarx	KLMA_70007
KLMA_70010 KLMA_80422 KLMA_80425	Kmarx	KLMA_70010 KLMA_80422 KLMA_80425
KLMA_70013	Kmarx	KLMA_70013
KLMA_70014	Kmarx	KLMA_70014
KLMA_70015	Kmarx	KLMA_70015
KLMA_70016	Kmarx	KLMA_70016
KLMA_70017	Kmarx	KLMA_70017
KLMA_70019	Kmarx	KLMA_70019
KLMA_70021	Kmarx	KLMA_70021
KLMA_70022	Kmarx	KLMA_70022
KLMA_70023	Kmarx	KLMA_70023
KLMA_70024	Kmarx	KLMA_70024
KLMA_70025	Kmarx	KLMA_70025
KLMA_70026	Kmarx	KLMA_70026
KLMA_70027	Kmarx	KLMA_70027
KLMA_70029	Kmarx	KLMA_70029
KLMA_70031	Kmarx	KLMA_70031
KLMA_70032	Kmarx	KLMA_70032
KLMA_70033	Kmarx	KLMA_70033
KLMA_70034	Kmarx	KLMA_70034
KLMA_70037	Kmarx	KLMA_70037
KLMA_70039	Kmarx	KLMA_70039
KLMA_70040	Kmarx	KLMA_70040
KLMA_70041	Kmarx	KLMA_70041
KLMA_70043	Kmarx	KLMA_70043
KLMA_70044	Kmarx	KLMA_70044
KLMA_70045	Kmarx	KLMA_70045
KLMA_70046	Kmarx	KLMA_70046
KLMA_70047	Kmarx	KLMA_70047
KLMA_70048	Kmarx	KLMA_70048
KLMA_70049	Kmarx	KLMA_70049
KLMA_70051	Kmarx	KLMA_70051
KLMA_70054	Kmarx	KLMA_70054
KLMA_70055	Kmarx	KLMA_70055
KLMA_70056	Kmarx	KLMA_70056
KLMA_70058	Kmarx	KLMA_70058
KLMA_70059	Kmarx	KLMA_70059
KLMA_70061	Kmarx	KLMA_70061
KLMA_70063	Kmarx	KLMA_70063
KLMA_70064	Kmarx	KLMA_70064
KLMA_70067	Kmarx	KLMA_70067
KLMA_70068	Kmarx	KLMA_70068
KLMA_70069	Kmarx	KLMA_70069
KLMA_70070	Kmarx	KLMA_70070
KLMA_70071	Kmarx	KLMA_70071
KLMA_70072	Kmarx	KLMA_70072
KLMA_70073	Kmarx	KLMA_70073
KLMA_70074	Kmarx	KLMA_70074
KLMA_70075	Kmarx	KLMA_70075
KLMA_70076	Kmarx	KLMA_70076
KLMA_70077	Kmarx	KLMA_70077
KLMA_70078	Kmarx	KLMA_70078
KLMA_70079	Kmarx	KLMA_70079
KLMA_70081	Kmarx	KLMA_70081
KLMA_70082	Kmarx	KLMA_70082
KLMA_70083	Kmarx	KLMA_70083
KLMA_70084	Kmarx	KLMA_70084
KLMA_70086	Kmarx	KLMA_70086
KLMA_70087	Kmarx	KLMA_70087
KLMA_70091	Kmarx	KLMA_70091
KLMA_70092	Kmarx	KLMA_70092
KLMA_70093	Kmarx	KLMA_70093
KLMA_70095	Kmarx	KLMA_70095
KLMA_70096	Kmarx	KLMA_70096
KLMA_70097	Kmarx	KLMA_70097
KLMA_70099	Kmarx	KLMA_70099
KLMA_70100	Kmarx	KLMA_70100
KLMA_70102	Kmarx	KLMA_70102
KLMA_70103	Kmarx	KLMA_70103
KLMA_70104	Kmarx	KLMA_70104
KLMA_70105	Kmarx	KLMA_70105
KLMA_70106	Kmarx	KLMA_70106
KLMA_70108	Kmarx	KLMA_70108
KLMA_70109	Kmarx	KLMA_70109
KLMA_70110	Kmarx	KLMA_70110
KLMA_70111	Kmarx	KLMA_70111
KLMA_70113	Kmarx	KLMA_70113
KLMA_70115	Kmarx	KLMA_70115
KLMA_70116	Kmarx	KLMA_70116
KLMA_70117	Kmarx	KLMA_70117
KLMA_70120	Kmarx	KLMA_70120
KLMA_70122	Kmarx	KLMA_70122
KLMA_70123	Kmarx	KLMA_70123
KLMA_70124	Kmarx	KLMA_70124
KLMA_70125	Kmarx	KLMA_70125
KLMA_70126	Kmarx	KLMA_70126
KLMA_70127	Kmarx	KLMA_70127
KLMA_70129	Kmarx	KLMA_70129
KLMA_70130	Kmarx	KLMA_70130
KLMA_70131	Kmarx	KLMA_70131
KLMA_70132	Kmarx	KLMA_70132
KLMA_70133	Kmarx	KLMA_70133
KLMA_70134	Kmarx	KLMA_70134
KLMA_70136	Kmarx	KLMA_70136
KLMA_70137	Kmarx	KLMA_70137
KLMA_70138	Kmarx	KLMA_70138
KLMA_70139	Kmarx	KLMA_70139
KLMA_70140	Kmarx	KLMA_70140
KLMA_70141	Kmarx	KLMA_70141
KLMA_70142	Kmarx	KLMA_70142
KLMA_70144	Kmarx	KLMA_70144
KLMA_70145	Kmarx	KLMA_70145
KLMA_70147	Kmarx	KLMA_70147
KLMA_70148	Kmarx	KLMA_70148
KLMA_70149	Kmarx	KLMA_70149
KLMA_70150	Kmarx	KLMA_70150
KLMA_70152	Kmarx	KLMA_70152
KLMA_70153	Kmarx	KLMA_70153
KLMA_70154	Kmarx	KLMA_70154
KLMA_70155	Kmarx	KLMA_70155
KLMA_70158	Kmarx	KLMA_70158
KLMA_70159	Kmarx	KLMA_70159
KLMA_70160	Kmarx	KLMA_70160
KLMA_70161	Kmarx	KLMA_70161
KLMA_70162	Kmarx	KLMA_70162
KLMA_70163	Kmarx	KLMA_70163
KLMA_70165	Kmarx	KLMA_70165
KLMA_70166	Kmarx	KLMA_70166
KLMA_70167	Kmarx	KLMA_70167
KLMA_70168	Kmarx	KLMA_70168
KLMA_70170	Kmarx	KLMA_70170
KLMA_70171	Kmarx	KLMA_70171
KLMA_70172	Kmarx	KLMA_70172
KLMA_70173	Kmarx	KLMA_70173
KLMA_70174	Kmarx	KLMA_70174
KLMA_70175	Kmarx	KLMA_70175
KLMA_70176	Kmarx	KLMA_70176
KLMA_70177	Kmarx	KLMA_70177
KLMA_70178	Kmarx	KLMA_70178
KLMA_70179	Kmarx	KLMA_70179
KLMA_70180	Kmarx	KLMA_70180
KLMA_70182	Kmarx	KLMA_70182
KLMA_70183	Kmarx	KLMA_70183
KLMA_70184	Kmarx	KLMA_70184
KLMA_70185	Kmarx	KLMA_70185
KLMA_70186	Kmarx	KLMA_70186
KLMA_70187	Kmarx	KLMA_70187
KLMA_70188	Kmarx	KLMA_70188
KLMA_70189	Kmarx	KLMA_70189
KLMA_70190	Kmarx	KLMA_70190
KLMA_70191	Kmarx	KLMA_70191
KLMA_70192	Kmarx	KLMA_70192
KLMA_70193	Kmarx	KLMA_70193
KLMA_70194	Kmarx	KLMA_70194
KLMA_70195	Kmarx	KLMA_70195
KLMA_70196	Kmarx	KLMA_70196
KLMA_70197	Kmarx	KLMA_70197
KLMA_70198	Kmarx	KLMA_70198
KLMA_70199	Kmarx	KLMA_70199
KLMA_70201	Kmarx	KLMA_70201
KLMA_70202	Kmarx	KLMA_70202
KLMA_70204	Kmarx	KLMA_70204
KLMA_70205	Kmarx	KLMA_70205
KLMA_70206	Kmarx	KLMA_70206
KLMA_70207	Kmarx	KLMA_70207
KLMA_70210	Kmarx	KLMA_70210
KLMA_70211	Kmarx	KLMA_70211
KLMA_70212	Kmarx	KLMA_70212
KLMA_70214	Kmarx	KLMA_70214
KLMA_70215	Kmarx	KLMA_70215
KLMA_70216	Kmarx	KLMA_70216
KLMA_70217	Kmarx	KLMA_70217
KLMA_70218	Kmarx	KLMA_70218
KLMA_70219	Kmarx	KLMA_70219
KLMA_70220	Kmarx	KLMA_70220
KLMA_70222	Kmarx	KLMA_70222
KLMA_70223	Kmarx	KLMA_70223
KLMA_70224	Kmarx	KLMA_70224
KLMA_70225	Kmarx	KLMA_70225
KLMA_70228	Kmarx	KLMA_70228
KLMA_70229	Kmarx	KLMA_70229
KLMA_70231	Kmarx	KLMA_70231
KLMA_70232	Kmarx	KLMA_70232
KLMA_70234	Kmarx	KLMA_70234
KLMA_70235	Kmarx	KLMA_70235
KLMA_70236	Kmarx	KLMA_70236
KLMA_70237	Kmarx	KLMA_70237
KLMA_70238	Kmarx	KLMA_70238
KLMA_70239	Kmarx	KLMA_70239
KLMA_70240	Kmarx	KLMA_70240
KLMA_70241	Kmarx	KLMA_70241
KLMA_70246	Kmarx	KLMA_70246
KLMA_70248	Kmarx	KLMA_70248
KLMA_70249	Kmarx	KLMA_70249
KLMA_70250	Kmarx	KLMA_70250
KLMA_70251	Kmarx	KLMA_70251
KLMA_70254	Kmarx	KLMA_70254
KLMA_70255	Kmarx	KLMA_70255
KLMA_70256	Kmarx	KLMA_70256
KLMA_70257	Kmarx	KLMA_70257
KLMA_70258	Kmarx	KLMA_70258
KLMA_70260	Kmarx	KLMA_70260
KLMA_70261	Kmarx	KLMA_70261
KLMA_70262	Kmarx	KLMA_70262
KLMA_70263	Kmarx	KLMA_70263
KLMA_70264	Kmarx	KLMA_70264
KLMA_70265	Kmarx	KLMA_70265
KLMA_70266	Kmarx	KLMA_70266
KLMA_70268	Kmarx	KLMA_70268
KLMA_70271	Kmarx	KLMA_70271
KLMA_70272	Kmarx	KLMA_70272
KLMA_70273	Kmarx	KLMA_70273
KLMA_70279	Kmarx	KLMA_70279
KLMA_70281	Kmarx	KLMA_70281
KLMA_70282	Kmarx	KLMA_70282
KLMA_70283	Kmarx	KLMA_70283
KLMA_70284	Kmarx	KLMA_70284
KLMA_70285	Kmarx	KLMA_70285
KLMA_70286	Kmarx	KLMA_70286
KLMA_70287	Kmarx	KLMA_70287
KLMA_70289	Kmarx	KLMA_70289
KLMA_70290	Kmarx	KLMA_70290
KLMA_70291	Kmarx	KLMA_70291
KLMA_70293	Kmarx	KLMA_70293
KLMA_70296	Kmarx	KLMA_70296
KLMA_70297	Kmarx	KLMA_70297
KLMA_70299	Kmarx	KLMA_70299
KLMA_70300	Kmarx	KLMA_70300
KLMA_70301	Kmarx	KLMA_70301
KLMA_70302	Kmarx	KLMA_70302
KLMA_70304	Kmarx	KLMA_70304
KLMA_70305	Kmarx	KLMA_70305
KLMA_70306	Kmarx	KLMA_70306
KLMA_70307	Kmarx	KLMA_70307
KLMA_70308	Kmarx	KLMA_70308
KLMA_70310	Kmarx	KLMA_70310
KLMA_70311	Kmarx	KLMA_70311
KLMA_70312	Kmarx	KLMA_70312
KLMA_70313	Kmarx	KLMA_70313
KLMA_70314	Kmarx	KLMA_70314
KLMA_70315	Kmarx	KLMA_70315
KLMA_70316	Kmarx	KLMA_70316
KLMA_70318	Kmarx	KLMA_70318
KLMA_70320	Kmarx	KLMA_70320
KLMA_70322	Kmarx	KLMA_70322
KLMA_70325	Kmarx	KLMA_70325
KLMA_70326	Kmarx	KLMA_70326
KLMA_70327	Kmarx	KLMA_70327
KLMA_70329	Kmarx	KLMA_70329
KLMA_70330	Kmarx	KLMA_70330
KLMA_70331	Kmarx	KLMA_70331
KLMA_70332	Kmarx	KLMA_70332
KLMA_70334	Kmarx	KLMA_70334
KLMA_70335	Kmarx	KLMA_70335
KLMA_70337	Kmarx	KLMA_70337
KLMA_70338	Kmarx	KLMA_70338
KLMA_70339	Kmarx	KLMA_70339
KLMA_70341	Kmarx	KLMA_70341
KLMA_70342	Kmarx	KLMA_70342
KLMA_70344	Kmarx	KLMA_70344
KLMA_70346	Kmarx	KLMA_70346
KLMA_70347	Kmarx	KLMA_70347
KLMA_70349	Kmarx	KLMA_70349
KLMA_70351	Kmarx	KLMA_70351
KLMA_70352	Kmarx	KLMA_70352
KLMA_70354	Kmarx	KLMA_70354
KLMA_70358	Kmarx	KLMA_70358
KLMA_70359	Kmarx	KLMA_70359
KLMA_70361	Kmarx	KLMA_70361
KLMA_70362	Kmarx	KLMA_70362
KLMA_70365	Kmarx	KLMA_70365
KLMA_70366	Kmarx	KLMA_70366
KLMA_70367	Kmarx	KLMA_70367
KLMA_70369	Kmarx	KLMA_70369
KLMA_70370	Kmarx	KLMA_70370
KLMA_70371	Kmarx	KLMA_70371
KLMA_70372	Kmarx	KLMA_70372
KLMA_70373	Kmarx	KLMA_70373
KLMA_70374	Kmarx	KLMA_70374
KLMA_70375	Kmarx	KLMA_70375
KLMA_70376	Kmarx	KLMA_70376
KLMA_70377	Kmarx	KLMA_70377
KLMA_70378	Kmarx	KLMA_70378
KLMA_70380	Kmarx	KLMA_70380
KLMA_70381	Kmarx	KLMA_70381
KLMA_70382	Kmarx	KLMA_70382
KLMA_70383	Kmarx	KLMA_70383
KLMA_70384	Kmarx	KLMA_70384
KLMA_70385	Kmarx	KLMA_70385
KLMA_70386	Kmarx	KLMA_70386
KLMA_70387	Kmarx	KLMA_70387
KLMA_70390	Kmarx	KLMA_70390
KLMA_70392	Kmarx	KLMA_70392
KLMA_70394	Kmarx	KLMA_70394
KLMA_70395	Kmarx	KLMA_70395
KLMA_70396	Kmarx	KLMA_70396
KLMA_70397	Kmarx	KLMA_70397
KLMA_70398	Kmarx	KLMA_70398
KLMA_70399	Kmarx	KLMA_70399
KLMA_70400	Kmarx	KLMA_70400
KLMA_70401	Kmarx	KLMA_70401
KLMA_70402	Kmarx	KLMA_70402
KLMA_70403	Kmarx	KLMA_70403
KLMA_70404	Kmarx	KLMA_70404
KLMA_70405	Kmarx	KLMA_70405
KLMA_70406	Kmarx	KLMA_70406
KLMA_70407	Kmarx	KLMA_70407
KLMA_70409	Kmarx	KLMA_70409
KLMA_70410	Kmarx	KLMA_70410
KLMA_70411	Kmarx	KLMA_70411
KLMA_70412	Kmarx	KLMA_70412
KLMA_70413	Kmarx	KLMA_70413
KLMA_70414	Kmarx	KLMA_70414
KLMA_70415	Kmarx	KLMA_70415
KLMA_70416	Kmarx	KLMA_70416
KLMA_70417	Kmarx	KLMA_70417
KLMA_70418	Kmarx	KLMA_70418
KLMA_70419	Kmarx	KLMA_70419
KLMA_70421	Kmarx	KLMA_70421
KLMA_70422	Kmarx	KLMA_70422
KLMA_70424	Kmarx	KLMA_70424
KLMA_70425	Kmarx	KLMA_70425
KLMA_70426	Kmarx	KLMA_70426
KLMA_70427	Kmarx	KLMA_70427
KLMA_70429	Kmarx	KLMA_70429
KLMA_70432	Kmarx	KLMA_70432
KLMA_70435	Kmarx	KLMA_70435
KLMA_70439	Kmarx	KLMA_70439
KLMA_70440	Kmarx	KLMA_70440
KLMA_70442	Kmarx	KLMA_70442
KLMA_70443	Kmarx	KLMA_70443
KLMA_70444	Kmarx	KLMA_70444
KLMA_70445	Kmarx	KLMA_70445
KLMA_70446	Kmarx	KLMA_70446
KLMA_70447	Kmarx	KLMA_70447
KLMA_70448	Kmarx	KLMA_70448
KLMA_70449	Kmarx	KLMA_70449
KLMA_70450	Kmarx	KLMA_70450
KLMA_70451	Kmarx	KLMA_70451
KLMA_70455	Kmarx	KLMA_70455
KLMA_70456	Kmarx	KLMA_70456
KLMA_70457	Kmarx	KLMA_70457
KLMA_70458	Kmarx	KLMA_70458
KLMA_70459	Kmarx	KLMA_70459
KLMA_70462	Kmarx	KLMA_70462
KLMA_80002	Kmarx	KLMA_80002
KLMA_80003	Kmarx	KLMA_80003
KLMA_80005	Kmarx	KLMA_80005
KLMA_80006	Kmarx	KLMA_80006
KLMA_80007	Kmarx	KLMA_80007
KLMA_80010	Kmarx	KLMA_80010
KLMA_80011	Kmarx	KLMA_80011
KLMA_80014	Kmarx	KLMA_80014
KLMA_80015	Kmarx	KLMA_80015
KLMA_80016	Kmarx	KLMA_80016
KLMA_80018	Kmarx	KLMA_80018
KLMA_80019	Kmarx	KLMA_80019
KLMA_80020	Kmarx	KLMA_80020
KLMA_80021	Kmarx	KLMA_80021
KLMA_80023	Kmarx	KLMA_80023
KLMA_80024	Kmarx	KLMA_80024
KLMA_80025	Kmarx	KLMA_80025
KLMA_80026	Kmarx	KLMA_80026
KLMA_80027	Kmarx	KLMA_80027
KLMA_80028	Kmarx	KLMA_80028
KLMA_80029	Kmarx	KLMA_80029
KLMA_80030	Kmarx	KLMA_80030
KLMA_80031	Kmarx	KLMA_80031
KLMA_80032	Kmarx	KLMA_80032
KLMA_80033	Kmarx	KLMA_80033
KLMA_80034	Kmarx	KLMA_80034
KLMA_80036	Kmarx	KLMA_80036
KLMA_80037	Kmarx	KLMA_80037
KLMA_80038	Kmarx	KLMA_80038
KLMA_80039	Kmarx	KLMA_80039
KLMA_80040	Kmarx	KLMA_80040
KLMA_80041	Kmarx	KLMA_80041
KLMA_80042	Kmarx	KLMA_80042
KLMA_80043	Kmarx	KLMA_80043
KLMA_80044	Kmarx	KLMA_80044
KLMA_80045	Kmarx	KLMA_80045
KLMA_80046	Kmarx	KLMA_80046
KLMA_80047	Kmarx	KLMA_80047
KLMA_80048	Kmarx	KLMA_80048
KLMA_80049	Kmarx	KLMA_80049
KLMA_80050	Kmarx	KLMA_80050
KLMA_80051	Kmarx	KLMA_80051
KLMA_80052	Kmarx	KLMA_80052
KLMA_80054	Kmarx	KLMA_80054
KLMA_80056	Kmarx	KLMA_80056
KLMA_80057	Kmarx	KLMA_80057
KLMA_80059	Kmarx	KLMA_80059
KLMA_80061	Kmarx	KLMA_80061
KLMA_80062	Kmarx	KLMA_80062
KLMA_80063	Kmarx	KLMA_80063
KLMA_80064	Kmarx	KLMA_80064
KLMA_80065	Kmarx	KLMA_80065
KLMA_80066	Kmarx	KLMA_80066
KLMA_80068	Kmarx	KLMA_80068
KLMA_80069	Kmarx	KLMA_80069
KLMA_80071	Kmarx	KLMA_80071
KLMA_80072	Kmarx	KLMA_80072
KLMA_80074	Kmarx	KLMA_80074
KLMA_80075	Kmarx	KLMA_80075
KLMA_80077	Kmarx	KLMA_80077
KLMA_80078	Kmarx	KLMA_80078
KLMA_80079	Kmarx	KLMA_80079
KLMA_80080	Kmarx	KLMA_80080
KLMA_80081	Kmarx	KLMA_80081
KLMA_80083	Kmarx	KLMA_80083
KLMA_80087	Kmarx	KLMA_80087
KLMA_80088	Kmarx	KLMA_80088
KLMA_80089	Kmarx	KLMA_80089
KLMA_80091	Kmarx	KLMA_80091
KLMA_80092	Kmarx	KLMA_80092
KLMA_80093	Kmarx	KLMA_80093
KLMA_80095	Kmarx	KLMA_80095
KLMA_80096	Kmarx	KLMA_80096
KLMA_80098	Kmarx	KLMA_80098
KLMA_80099	Kmarx	KLMA_80099
KLMA_80100	Kmarx	KLMA_80100
KLMA_80101	Kmarx	KLMA_80101
KLMA_80102	Kmarx	KLMA_80102
KLMA_80103	Kmarx	KLMA_80103
KLMA_80104	Kmarx	KLMA_80104
KLMA_80105	Kmarx	KLMA_80105
KLMA_80107	Kmarx	KLMA_80107
KLMA_80109	Kmarx	KLMA_80109
KLMA_80111	Kmarx	KLMA_80111
KLMA_80112	Kmarx	KLMA_80112
KLMA_80113	Kmarx	KLMA_80113
KLMA_80114	Kmarx	KLMA_80114
KLMA_80115	Kmarx	KLMA_80115
KLMA_80116	Kmarx	KLMA_80116
KLMA_80117	Kmarx	KLMA_80117
KLMA_80118	Kmarx	KLMA_80118
KLMA_80120	Kmarx	KLMA_80120
KLMA_80121	Kmarx	KLMA_80121
KLMA_80122	Kmarx	KLMA_80122
KLMA_80123	Kmarx	KLMA_80123
KLMA_80124	Kmarx	KLMA_80124
KLMA_80125	Kmarx	KLMA_80125
KLMA_80126	Kmarx	KLMA_80126
KLMA_80127	Kmarx	KLMA_80127
KLMA_80128	Kmarx	KLMA_80128
KLMA_80129	Kmarx	KLMA_80129
KLMA_80130	Kmarx	KLMA_80130
KLMA_80132	Kmarx	KLMA_80132
KLMA_80133	Kmarx	KLMA_80133
KLMA_80135	Kmarx	KLMA_80135
KLMA_80138	Kmarx	KLMA_80138
KLMA_80139	Kmarx	KLMA_80139
KLMA_80141	Kmarx	KLMA_80141
KLMA_80142	Kmarx	KLMA_80142
KLMA_80143	Kmarx	KLMA_80143
KLMA_80144	Kmarx	KLMA_80144
KLMA_80145	Kmarx	KLMA_80145
KLMA_80146	Kmarx	KLMA_80146
KLMA_80147	Kmarx	KLMA_80147
KLMA_80148	Kmarx	KLMA_80148
KLMA_80150	Kmarx	KLMA_80150
KLMA_80151	Kmarx	KLMA_80151
KLMA_80152	Kmarx	KLMA_80152
KLMA_80153	Kmarx	KLMA_80153
KLMA_80155	Kmarx	KLMA_80155
KLMA_80157	Kmarx	KLMA_80157
KLMA_80158	Kmarx	KLMA_80158
KLMA_80159	Kmarx	KLMA_80159
KLMA_80160	Kmarx	KLMA_80160
KLMA_80161	Kmarx	KLMA_80161
KLMA_80162	Kmarx	KLMA_80162
KLMA_80163	Kmarx	KLMA_80163
KLMA_80164	Kmarx	KLMA_80164
KLMA_80165	Kmarx	KLMA_80165
KLMA_80166	Kmarx	KLMA_80166
KLMA_80168	Kmarx	KLMA_80168
KLMA_80169	Kmarx	KLMA_80169
KLMA_80170	Kmarx	KLMA_80170
KLMA_80171	Kmarx	KLMA_80171
KLMA_80172	Kmarx	KLMA_80172
KLMA_80173	Kmarx	KLMA_80173
KLMA_80174	Kmarx	KLMA_80174
KLMA_80175	Kmarx	KLMA_80175
KLMA_80177	Kmarx	KLMA_80177
KLMA_80178	Kmarx	KLMA_80178
KLMA_80179	Kmarx	KLMA_80179
KLMA_80181	Kmarx	KLMA_80181
KLMA_80182	Kmarx	KLMA_80182
KLMA_80183	Kmarx	KLMA_80183
KLMA_80185	Kmarx	KLMA_80185
KLMA_80186	Kmarx	KLMA_80186
KLMA_80188	Kmarx	KLMA_80188
KLMA_80189	Kmarx	KLMA_80189
KLMA_80190	Kmarx	KLMA_80190
KLMA_80191	Kmarx	KLMA_80191
KLMA_80193	Kmarx	KLMA_80193
KLMA_80194	Kmarx	KLMA_80194
KLMA_80195	Kmarx	KLMA_80195
KLMA_80196	Kmarx	KLMA_80196
KLMA_80197	Kmarx	KLMA_80197
KLMA_80198	Kmarx	KLMA_80198
KLMA_80199	Kmarx	KLMA_80199
KLMA_80200	Kmarx	KLMA_80200
KLMA_80201	Kmarx	KLMA_80201
KLMA_80202	Kmarx	KLMA_80202
KLMA_80203	Kmarx	KLMA_80203
KLMA_80204	Kmarx	KLMA_80204
KLMA_80205	Kmarx	KLMA_80205
KLMA_80206	Kmarx	KLMA_80206
KLMA_80207	Kmarx	KLMA_80207
KLMA_80208	Kmarx	KLMA_80208
KLMA_80209	Kmarx	KLMA_80209
KLMA_80210	Kmarx	KLMA_80210
KLMA_80212	Kmarx	KLMA_80212
KLMA_80213	Kmarx	KLMA_80213
KLMA_80214	Kmarx	KLMA_80214
KLMA_80216	Kmarx	KLMA_80216
KLMA_80217	Kmarx	KLMA_80217
KLMA_80220	Kmarx	KLMA_80220
KLMA_80221	Kmarx	KLMA_80221
KLMA_80222	Kmarx	KLMA_80222
KLMA_80225	Kmarx	KLMA_80225
KLMA_80226	Kmarx	KLMA_80226
KLMA_80227	Kmarx	KLMA_80227
KLMA_80228	Kmarx	KLMA_80228
KLMA_80229	Kmarx	KLMA_80229
KLMA_80230	Kmarx	KLMA_80230
KLMA_80232	Kmarx	KLMA_80232
KLMA_80233	Kmarx	KLMA_80233
KLMA_80234	Kmarx	KLMA_80234
KLMA_80235	Kmarx	KLMA_80235
KLMA_80236	Kmarx	KLMA_80236
KLMA_80238	Kmarx	KLMA_80238
KLMA_80239	Kmarx	KLMA_80239
KLMA_80240	Kmarx	KLMA_80240
KLMA_80242	Kmarx	KLMA_80242
KLMA_80243	Kmarx	KLMA_80243
KLMA_80244	Kmarx	KLMA_80244
KLMA_80245	Kmarx	KLMA_80245
KLMA_80246	Kmarx	KLMA_80246
KLMA_80247	Kmarx	KLMA_80247
KLMA_80248	Kmarx	KLMA_80248
KLMA_80250	Kmarx	KLMA_80250
KLMA_80252	Kmarx	KLMA_80252
KLMA_80253	Kmarx	KLMA_80253
KLMA_80254	Kmarx	KLMA_80254
KLMA_80255	Kmarx	KLMA_80255
KLMA_80257	Kmarx	KLMA_80257
KLMA_80258	Kmarx	KLMA_80258
KLMA_80259	Kmarx	KLMA_80259
KLMA_80260	Kmarx	KLMA_80260
KLMA_80261	Kmarx	KLMA_80261
KLMA_80262	Kmarx	KLMA_80262
KLMA_80263	Kmarx	KLMA_80263
KLMA_80264	Kmarx	KLMA_80264
KLMA_80265	Kmarx	KLMA_80265
KLMA_80267	Kmarx	KLMA_80267
KLMA_80268	Kmarx	KLMA_80268
KLMA_80269	Kmarx	KLMA_80269
KLMA_80270	Kmarx	KLMA_80270
KLMA_80271	Kmarx	KLMA_80271
KLMA_80272	Kmarx	KLMA_80272
KLMA_80273	Kmarx	KLMA_80273
KLMA_80274	Kmarx	KLMA_80274
KLMA_80276	Kmarx	KLMA_80276
KLMA_80277	Kmarx	KLMA_80277
KLMA_80278	Kmarx	KLMA_80278
KLMA_80281	Kmarx	KLMA_80281
KLMA_80284	Kmarx	KLMA_80284
KLMA_80285	Kmarx	KLMA_80285
KLMA_80286	Kmarx	KLMA_80286
KLMA_80287	Kmarx	KLMA_80287
KLMA_80289	Kmarx	KLMA_80289
KLMA_80290	Kmarx	KLMA_80290
KLMA_80292	Kmarx	KLMA_80292
KLMA_80293	Kmarx	KLMA_80293
KLMA_80294	Kmarx	KLMA_80294
KLMA_80295	Kmarx	KLMA_80295
KLMA_80296	Kmarx	KLMA_80296
KLMA_80297	Kmarx	KLMA_80297
KLMA_80298	Kmarx	KLMA_80298
KLMA_80299	Kmarx	KLMA_80299
KLMA_80300	Kmarx	KLMA_80300
KLMA_80301	Kmarx	KLMA_80301
KLMA_80302	Kmarx	KLMA_80302
KLMA_80306	Kmarx	KLMA_80306
KLMA_80308	Kmarx	KLMA_80308
KLMA_80309	Kmarx	KLMA_80309
KLMA_80310	Kmarx	KLMA_80310
KLMA_80311	Kmarx	KLMA_80311
KLMA_80312	Kmarx	KLMA_80312
KLMA_80313	Kmarx	KLMA_80313
KLMA_80314	Kmarx	KLMA_80314
KLMA_80315	Kmarx	KLMA_80315
KLMA_80316	Kmarx	KLMA_80316
KLMA_80317	Kmarx	KLMA_80317
KLMA_80318	Kmarx	KLMA_80318
KLMA_80321	Kmarx	KLMA_80321
KLMA_80322	Kmarx	KLMA_80322
KLMA_80323	Kmarx	KLMA_80323
KLMA_80324	Kmarx	KLMA_80324
KLMA_80325	Kmarx	KLMA_80325
KLMA_80326	Kmarx	KLMA_80326
KLMA_80328	Kmarx	KLMA_80328
KLMA_80330	Kmarx	KLMA_80330
KLMA_80331	Kmarx	KLMA_80331
KLMA_80332	Kmarx	KLMA_80332
KLMA_80333	Kmarx	KLMA_80333
KLMA_80334	Kmarx	KLMA_80334
KLMA_80336	Kmarx	KLMA_80336
KLMA_80337	Kmarx	KLMA_80337
KLMA_80338	Kmarx	KLMA_80338
KLMA_80339	Kmarx	KLMA_80339
KLMA_80340	Kmarx	KLMA_80340
KLMA_80341	Kmarx	KLMA_80341
KLMA_80343	Kmarx	KLMA_80343
KLMA_80344	Kmarx	KLMA_80344
KLMA_80345	Kmarx	KLMA_80345
KLMA_80346	Kmarx	KLMA_80346
KLMA_80348	Kmarx	KLMA_80348
KLMA_80350	Kmarx	KLMA_80350
KLMA_80351	Kmarx	KLMA_80351
KLMA_80353	Kmarx	KLMA_80353
